pair	class	total	ref_correct	cmp_correct	delta_correct	ref_acc	cmp_acc	avg_true_prob_delta	avg_margin_delta
phase2w_vs_phase2bm_fc2actmse	480	50	42	41	-1	84.0	82.0	0.0001735435362206772	-0.010779104195535183
phase2w_vs_phase2bm_fc2actmse	419	50	44	43	-1	88.0	86.0	0.00026207120390608907	-0.009578504599630833
phase2w_vs_phase2bm_fc2actmse	432	50	43	42	-1	86.0	84.0	0.00029600693960674107	0.021388215944170952
phase2w_vs_phase2bm_fc2actmse	230	50	43	42	-1	86.0	84.0	0.00033252761932089925	0.017154226079583168
phase2w_vs_phase2bm_fc2actmse	816	50	49	48	-1	98.0	96.0	0.0003603904042392969	0.05106370896100998
phase2w_vs_phase2bm_fc2actmse	854	50	45	44	-1	90.0	88.0	0.00038385807420127094	0.018187742680311203
phase2w_vs_phase2bm_fc2actmse	24	50	49	48	-1	98.0	96.0	0.0004040652420371771	0.02479487471282482
phase2w_vs_phase2bm_fc2actmse	919	50	40	39	-1	80.0	78.0	0.0005781340878456831	-0.05340052768588066
phase2w_vs_phase2bm_fc2actmse	345	50	33	32	-1	66.0	64.0	0.0006456832634285092	0.06308405846357346
phase2w_vs_phase2bm_fc2actmse	347	50	46	45	-1	92.0	90.0	0.0008586650365032256	-0.015545816160738468
phase2w_vs_phase2bm_fc2actmse	587	50	36	35	-1	72.0	70.0	0.0009338777745142579	0.04627611115574837
phase2w_vs_phase2bm_fc2actmse	505	50	36	35	-1	72.0	70.0	0.0010335606057196856	0.022393617779016495
phase2w_vs_phase2bm_fc2actmse	907	50	30	29	-1	60.0	58.0	0.0012254059547558427	0.03281695395708084
phase2w_vs_phase2bm_fc2actmse	978	50	25	24	-1	50.0	48.0	0.0016134100733324885	0.0514998733997345
phase2w_vs_phase2bm_fc2actmse	501	50	20	19	-1	40.0	38.0	0.001724508823826909	0.0021425439044833183
phase2w_vs_phase2bm_fc2actmse	583	50	47	46	-1	94.0	92.0	0.0018221422797068954	-0.030712652951478958
phase2w_vs_phase2bm_fc2actmse	454	50	32	31	-1	64.0	62.0	0.0019738858100026846	0.0007287407061085105
phase2w_vs_phase2bm_fc2actmse	484	50	35	34	-1	70.0	68.0	0.002151335822418332	0.0033140850719064474
phase2w_vs_phase2bm_fc2actmse	187	50	37	36	-1	74.0	72.0	0.002168776700273156	-0.013179998844861984
phase2w_vs_phase2bm_fc2actmse	714	50	40	39	-1	80.0	78.0	0.002363957231864333	0.038476649671792984
phase2w_vs_phase2bm_fc2actmse	242	50	41	40	-1	82.0	80.0	0.002443554112687707	0.006036147940903902
phase2w_vs_phase2bm_fc2actmse	247	50	48	47	-1	96.0	94.0	0.0025775099638849497	0.06103002652525902
phase2w_vs_phase2bm_fc2actmse	532	50	42	41	-1	84.0	82.0	0.0027833993081003428	0.0010585784912109375
phase2w_vs_phase2bm_fc2actmse	983	50	47	46	-1	94.0	92.0	0.002932642586529255	0.06576862931251526
phase2w_vs_phase2bm_fc2actmse	77	50	37	36	-1	74.0	72.0	0.002958066761493683	0.09665653854608536
phase2w_vs_phase2bm_fc2actmse	248	50	28	27	-1	56.0	54.0	0.0031492579728364944	-0.019241152331233025
phase2w_vs_phase2bm_fc2actmse	141	50	47	46	-1	94.0	92.0	0.003297160379588604	0.03427852690219879
phase2w_vs_phase2bm_fc2actmse	935	50	37	36	-1	74.0	72.0	0.003582510631531477	0.018947867676615715
phase2w_vs_phase2bm_fc2actmse	184	50	39	38	-1	78.0	76.0	0.003696008352562785	0.03672070428729057
phase2w_vs_phase2bm_fc2actmse	59	50	36	35	-1	72.0	70.0	0.003725685179233551	0.020761337131261826
phase2w_vs_phase2bm_fc2actmse	624	50	32	31	-1	64.0	62.0	0.003764923894777894	-0.005189008545130491
phase2w_vs_phase2bm_fc2actmse	742	50	26	25	-1	52.0	50.0	0.003970031160861254	-0.010867347940802574
phase2w_vs_phase2bm_fc2actmse	792	50	36	35	-1	72.0	70.0	0.004044097848236561	0.024385033175349236
phase2w_vs_phase2bm_fc2actmse	83	50	49	48	-1	98.0	96.0	0.004182825796306133	0.07162840664386749
phase2w_vs_phase2bm_fc2actmse	176	50	43	42	-1	86.0	84.0	0.004642241168767214	0.019449414685368538
phase2w_vs_phase2bm_fc2actmse	982	50	42	41	-1	84.0	82.0	0.005248088389635086	0.03199078515172005
phase2w_vs_phase2bm_fc2actmse	776	50	38	37	-1	76.0	74.0	0.005257266107946634	0.02639433927834034
phase2w_vs_phase2bm_fc2actmse	503	50	32	31	-1	64.0	62.0	0.005715526174753904	-0.007123040966689587
phase2w_vs_phase2bm_fc2actmse	676	50	39	38	-1	78.0	76.0	0.0058240038342773914	0.06791123747825623
phase2w_vs_phase2bm_fc2actmse	650	50	30	29	-1	60.0	58.0	0.005943036172538996	0.01914217881858349
phase2w_vs_phase2bm_fc2actmse	812	50	49	48	-1	98.0	96.0	0.0062083350494503975	0.038997143507003784
phase2w_vs_phase2bm_fc2actmse	195	50	45	44	-1	90.0	88.0	0.006487625185400248	0.02011960931122303
phase2w_vs_phase2bm_fc2actmse	614	50	46	45	-1	92.0	90.0	0.006572619080543518	0.030293045565485954
phase2w_vs_phase2bm_fc2actmse	312	50	36	35	-1	72.0	70.0	0.00770031800493598	0.05635249987244606
phase2w_vs_phase2bm_fc2actmse	481	50	33	32	-1	66.0	64.0	0.007881936617195606	0.007812414318323135
phase2w_vs_phase2bm_fc2actmse	785	50	47	46	-1	94.0	92.0	0.008191811852157116	0.026619452983140945
phase2w_vs_phase2bm_fc2actmse	358	50	31	30	-1	62.0	60.0	0.008411365561187267	0.00940892193466425
phase2w_vs_phase2bm_fc2actmse	445	50	31	30	-1	62.0	60.0	0.008502854965627193	0.010403270833194256
phase2w_vs_phase2bm_fc2actmse	890	50	49	48	-1	98.0	96.0	0.008744978345930576	0.14003591239452362
phase2w_vs_phase2bm_fc2actmse	894	50	40	39	-1	80.0	78.0	0.008810585364699364	0.03287432715296745
phase2w_vs_phase2bm_fc2actmse	504	50	31	30	-1	62.0	60.0	0.009383264929056168	0.02340223267674446
phase2w_vs_phase2bm_fc2actmse	197	50	44	43	-1	88.0	86.0	0.009416836313903332	-0.0016488170949742198
phase2w_vs_phase2bm_fc2actmse	513	50	38	37	-1	76.0	74.0	0.010162894614040852	0.06124561280012131
phase2w_vs_phase2bm_fc2actmse	839	50	37	36	-1	74.0	72.0	0.010389195755124092	0.06049513816833496
phase2w_vs_phase2bm_fc2actmse	786	50	45	44	-1	90.0	88.0	0.011759238317608833	0.1006208211183548
phase2w_vs_phase2bm_fc2actmse	452	50	39	38	-1	78.0	76.0	0.012037549167871475	0.021924467757344246
phase2w_vs_phase2bm_fc2actmse	770	50	42	41	-1	84.0	82.0	0.01414894126355648	0.09459526091814041
phase2w_vs_phase2bm_fc2actmse	960	50	33	32	-1	66.0	64.0	0.015418309718370438	0.042446669191122055
phase2w_vs_phase2bm_fc2actmse	703	50	40	39	-1	80.0	78.0	0.018658839166164398	0.10482042282819748
phase2w_vs_phase2bm_fc2actmse	406	50	38	37	-1	76.0	74.0	0.02142956294119358	0.049872759729623795
phase2w_vs_phase2bm_fc2actmse	585	50	27	27	0	54.0	54.0	-0.02207138016819954	-0.05516225844621658
phase2w_vs_phase2bm_fc2actmse	833	50	43	43	0	86.0	86.0	-0.01655443385243416	-0.06570304185152054
phase2w_vs_phase2bm_fc2actmse	379	50	45	45	0	90.0	90.0	-0.01573372818529606	-0.144117534160614
phase2w_vs_phase2bm_fc2actmse	390	50	34	34	0	68.0	68.0	-0.015329999849200249	-0.12387297302484512
phase2w_vs_phase2bm_fc2actmse	805	50	46	46	0	92.0	92.0	-0.01487828977406025	-0.13717037439346313
phase2w_vs_phase2bm_fc2actmse	285	50	32	32	0	64.0	64.0	-0.014080176129937172	-0.07238486409187317
phase2w_vs_phase2bm_fc2actmse	78	50	39	39	0	78.0	78.0	-0.012373578734695911	-0.05103344842791557
phase2w_vs_phase2bm_fc2actmse	551	50	44	44	0	88.0	88.0	-0.012144775129854679	-0.08256720751523972
phase2w_vs_phase2bm_fc2actmse	548	50	47	47	0	94.0	94.0	-0.012043547816574574	-0.04810080677270889
phase2w_vs_phase2bm_fc2actmse	803	50	49	49	0	98.0	98.0	-0.011965982615947723	-0.11244288086891174
phase2w_vs_phase2bm_fc2actmse	430	50	49	49	0	98.0	98.0	-0.011828175745904446	-0.10957221686840057
phase2w_vs_phase2bm_fc2actmse	47	50	44	44	0	88.0	88.0	-0.011752333492040634	-0.017206601798534393
phase2w_vs_phase2bm_fc2actmse	263	50	48	48	0	96.0	96.0	-0.01162409782409668	-0.037168949842453
phase2w_vs_phase2bm_fc2actmse	550	50	40	40	0	80.0	80.0	-0.011602019891142845	-0.08789733052253723
phase2w_vs_phase2bm_fc2actmse	408	50	38	38	0	76.0	76.0	-0.011555705219507217	-0.04318001866340637
phase2w_vs_phase2bm_fc2actmse	649	50	46	46	0	92.0	92.0	-0.011552113108336926	-0.08142528682947159
phase2w_vs_phase2bm_fc2actmse	278	50	37	37	0	74.0	74.0	-0.011547047644853592	-0.06504181027412415
phase2w_vs_phase2bm_fc2actmse	246	50	41	41	0	82.0	82.0	-0.01149445679038763	-0.07735701650381088
phase2w_vs_phase2bm_fc2actmse	790	50	34	34	0	68.0	68.0	-0.01126426737755537	-0.030695181339979172
phase2w_vs_phase2bm_fc2actmse	249	50	42	42	0	84.0	84.0	-0.011234057135879993	-0.05446270853281021
phase2w_vs_phase2bm_fc2actmse	329	50	39	39	0	78.0	78.0	-0.01101982593536377	-0.10422995686531067
phase2w_vs_phase2bm_fc2actmse	662	50	37	37	0	74.0	74.0	-0.010844490490853786	-0.07398277521133423
phase2w_vs_phase2bm_fc2actmse	398	50	43	43	0	86.0	86.0	-0.01080911885946989	-0.08332136273384094
phase2w_vs_phase2bm_fc2actmse	820	50	49	49	0	98.0	98.0	-0.010730589739978313	-0.06815587729215622
phase2w_vs_phase2bm_fc2actmse	10	50	48	48	0	96.0	96.0	-0.010678843595087528	-0.10544965416193008
phase2w_vs_phase2bm_fc2actmse	952	50	47	47	0	94.0	94.0	-0.01051673199981451	-0.08070587366819382
